dbirwt_0,dbirwt_1
454.0,595.0
1276.0,1531.0
1701.0,2013.0
1786.0,1814.0
1191.0,1559.0
1559.0,1673.0
794.0,822.0
879.0,907.0
539.0,595.0
1871.0,1928.0
1644.0,1814.0
1446.0,1559.0
1559.0,1588.0
936.0,1021.0
1871.0,1985.0
1418.0,1474.0
1644.0,1758.0
1786.0,1814.0
1332.0,1588.0
1928.0,1985.0
1049.0,1332.0
1021.0,1077.0
1843.0,1871.0
1729.0,2013.0
737.0,879.0
1616.0,1644.0
1021.0,1077.0
1843.0,2098.0
1418.0,1446.0
255.0,312.0
1701.0,1928.0
1474.0,1758.0
737.0,822.0
1899.0,2098.0
1559.0,1701.0
1418.0,1446.0
1332.0,2013.0
1503.0,2098.0
1531.0,1729.0
1701.0,1786.0
1361.0,2070.0
1106.0,1247.0
1644.0,1673.0
1474.0,1729.0
1191.0,1247.0
1985.0,2070.0
851.0,992.0
1786.0,1871.0
1361.0,1559.0
737.0,1106.0
1673.0,1899.0
1701.0,1899.0
936.0,1247.0
1276.0,1644.0
539.0,624.0
510.0,567.0
1616.0,1899.0
1899.0,1928.0
1814.0,1928.0
1928.0,2070.0
539.0,595.0
2013.0,2041.0
1814.0,1956.0
1673.0,2098.0
1021.0,1304.0
1985.0,2041.0
1559.0,1616.0
1247.0,1361.0
1389.0,1701.0
1899.0,1985.0
1446.0,1928.0
1820.0,1950.0
1130.0,1220.0
1191.0,1503.0
1644.0,1956.0
1000.0,1020.0
810.0,1050.0
1899.0,2098.0
1318.0,1474.0
1100.0,1850.0
1616.0,2013.0
1690.0,1850.0
1520.0,1940.0
640.0,710.0
1090.0,1540.0
1985.0,2013.0
1110.0,1330.0
1750.0,1940.0
970.0,1280.0
1588.0,1871.0
312.0,397.0
1660.0,2040.0
595.0,624.0
1270.0,1420.0
1310.0,1420.0
350.0,650.0
2013.0,2070.0
737.0,794.0
990.0,1070.0
1332.0,1446.0
1650.0,2100.0
1150.0,1480.0
1100.0,1400.0
1616.0,1653.0
709.0,964.0
1814.0,2013.0
620.0,813.0
1422.0,1491.0
1440.0,1470.0
570.0,739.0
518.0,562.0
1650.0,1956.0
1400.0,1982.0
860.0,950.0
1895.0,1951.0
1162.0,1361.0
1589.0,1820.0
1689.0,1722.0
1255.0,1453.0
1574.0,1659.0
838.0,998.0
1420.0,1980.0
454.0,482.0
1701.0,1928.0
918.0,1361.0
1440.0,1500.0
1673.0,2041.0
763.0,905.0
1171.0,1206.0
1140.0,1569.0
1474.0,1899.0
1247.0,1588.0
1928.0,1984.0
1165.0,1749.0
1010.0,1409.0
865.0,1073.0
546.0,680.0
482.0,620.0
1500.0,1550.0
1445.0,1663.0
1855.0,1985.0
838.0,840.0
1970.0,2056.0
1644.0,1701.0
1219.0,1247.0
1600.0,1710.0
1389.0,1446.0
1389.0,1616.0
1332.0,1701.0
595.0,680.0
1928.0,1956.0
1531.0,1843.0
1616.0,1843.0
992.0,1049.0
1616.0,1956.0
284.0,312.0
410.0,470.0
1304.0,1559.0
1729.0,1985.0
1559.0,1899.0
1531.0,1701.0
1191.0,1332.0
1077.0,1162.0
907.0,1106.0
1332.0,1389.0
1729.0,1956.0
1021.0,1106.0
1320.0,1424.0
737.0,794.0
440.0,460.0
1474.0,1871.0
1446.0,1588.0
255.0,284.0
1899.0,2070.0
822.0,1420.0
2041.0,2070.0
907.0,964.0
1474.0,1588.0
1758.0,1899.0
1701.0,1814.0
1644.0,1928.0
794.0,1361.0
1276.0,1332.0
1956.0,1985.0
1570.0,1630.0
1430.0,1750.0
1375.0,1475.0
1361.0,1956.0
794.0,964.0
2041.0,2070.0
1200.0,1660.0
1420.0,1830.0
992.0,1106.0
1162.0,1332.0
1077.0,1418.0
907.0,936.0
1446.0,1956.0
1701.0,1871.0
1430.0,1610.0
1418.0,2070.0
340.0,397.0
794.0,1021.0
880.0,1330.0
1644.0,1673.0
1843.0,1985.0
460.0,665.0
1110.0,1170.0
1749.0,2030.0
936.0,992.0
1758.0,1899.0
1910.0,2070.0
1156.0,1218.0
1680.0,1865.0
1616.0,1871.0
1370.0,1570.0
1162.0,1276.0
787.0,947.0
765.0,794.0
1758.0,1956.0
870.0,990.0
1786.0,2070.0
1110.0,1170.0
1729.0,1984.0
1389.0,1474.0
454.0,510.0
1280.0,1330.0
1928.0,2098.0
1503.0,1644.0
482.0,510.0
1559.0,1715.0
1715.0,1722.0
1588.0,1928.0
1417.0,1630.0
1396.0,1736.0
1162.0,1276.0
1106.0,1134.0
1077.0,1134.0
1077.0,1247.0
1247.0,1332.0
2070.0,2098.0
610.0,666.0
1588.0,1928.0
1758.0,2055.0
1262.0,2084.0
836.0,850.0
650.0,660.0
1928.0,2070.0
1758.0,1772.0
1814.0,2070.0
1254.0,1495.0
545.0,595.0
500.0,700.0
1417.0,2098.0
340.0,369.0
936.0,1134.0
1786.0,2041.0
1361.0,1503.0
1162.0,1403.0
652.0,709.0
510.0,521.0
280.0,325.0
1843.0,1984.0
360.0,500.0
1928.0,1984.0
567.0,822.0
2020.0,2034.0
1077.0,1205.0
964.0,1247.0
978.0,1134.0
1651.0,1658.0
836.0,1035.0
1080.0,1210.0
1021.0,1446.0
1928.0,2013.0
595.0,850.0
454.0,539.0
1589.0,1872.0
1702.0,1915.0
1531.0,1814.0
1602.0,2041.0
1120.0,1176.0
1956.0,2098.0
1617.0,1702.0
1447.0,1574.0
908.0,1106.0
1091.0,1176.0
978.0,1006.0
1603.0,1872.0
1631.0,2028.0
1574.0,1730.0
1120.0,1163.0
1191.0,1460.0
1474.0,1503.0
1560.0,1816.0
1858.0,1943.0
638.0,681.0
510.0,709.0
908.0,936.0
624.0,766.0
1616.0,1843.0
1630.0,1980.0
1106.0,1220.0
1729.0,1786.0
1644.0,2027.0
1956.0,2080.0
822.0,2043.0
1690.0,1810.0
1630.0,1700.0
780.0,794.0
1319.0,1333.0
1106.0,1929.0
1674.0,2099.0
454.0,681.0
737.0,893.0
1602.0,1673.0
1715.0,1914.0
1899.0,2013.0
1446.0,1701.0
1332.0,1956.0
978.0,1475.0
595.0,610.0
1617.0,1929.0
695.0,1006.0
907.0,980.0
1843.0,1984.0
851.0,879.0
1489.0,1645.0
1475.0,1532.0
1503.0,1702.0
1688.0,1943.0
1347.0,1801.0
1390.0,1858.0
1360.0,1650.0
581.0,652.0
1758.0,1786.0
1276.0,1446.0
1205.0,1574.0
1674.0,1716.0
1814.0,1928.0
1745.0,1970.0
794.0,865.0
1617.0,1929.0
2050.0,2099.0
2019.0,2021.0
510.0,539.0
1573.0,1942.0
1899.0,1956.0
1000.0,2080.0
1928.0,1985.0
1885.0,1998.0
1191.0,1276.0
1644.0,1814.0
1361.0,1531.0
312.0,340.0
1786.0,1871.0
1857.0,2087.0
879.0,1332.0
1616.0,1673.0
1531.0,1588.0
1077.0,1134.0
1120.0,1380.0
1729.0,2090.0
1420.0,1871.0
1191.0,2098.0
1644.0,1673.0
1970.0,2013.0
1503.0,1758.0
1180.0,1880.0
1640.0,1660.0
1750.0,2098.0
992.0,1446.0
1332.0,1361.0
1361.0,1446.0
1899.0,2013.0
907.0,1191.0
1729.0,1985.0
1304.0,1389.0
1830.0,2040.0
454.0,539.0
1843.0,2013.0
1644.0,1814.0
1616.0,1786.0
1673.0,1899.0
1843.0,1928.0
425.0,624.0
610.0,680.0
260.0,270.0
540.0,620.0
680.0,879.0
1106.0,1559.0
1843.0,1985.0
312.0,340.0
1219.0,1361.0
1360.0,1400.0
1620.0,1795.0
1775.0,2085.0
1871.0,1928.0
1871.0,1928.0
1418.0,2070.0
1588.0,1956.0
765.0,1077.0
1332.0,1758.0
1389.0,2041.0
1588.0,1786.0
1276.0,2070.0
510.0,652.0
1729.0,1956.0
930.0,965.0
1015.0,1340.0
1670.0,1729.0
822.0,964.0
1644.0,1871.0
1985.0,2041.0
2013.0,2098.0
595.0,760.0
1000.0,1600.0
624.0,652.0
425.0,510.0
1418.0,1474.0
2041.0,2098.0
1361.0,1758.0
1559.0,1701.0
1389.0,1503.0
1313.0,1728.0
1474.0,1843.0
2041.0,2100.0
1480.0,1960.0
910.0,940.0
992.0,1985.0
540.0,600.0
1871.0,1928.0
1304.0,1389.0
1588.0,1644.0
1531.0,1758.0
350.0,440.0
1814.0,1899.0
992.0,1077.0
1503.0,2070.0
595.0,652.0
1729.0,1928.0
1559.0,1616.0
1644.0,1701.0
1780.0,1990.0
1956.0,1985.0
1010.0,1080.0
1899.0,1940.0
1304.0,1616.0
1990.0,2013.0
300.0,320.0
1049.0,1247.0
1673.0,1786.0
680.0,920.0
737.0,879.0
1729.0,2070.0
1729.0,1871.0
2013.0,2045.0
1616.0,2013.0
1531.0,1729.0
1758.0,1843.0
1134.0,1446.0
2036.0,2043.0
1389.0,1446.0
985.0,1185.0
482.0,595.0
1332.0,1559.0
1616.0,1928.0
907.0,1503.0
1162.0,1418.0
1985.0,2013.0
1786.0,1814.0
1650.0,1720.0
1540.0,1580.0
1956.0,1985.0
810.0,820.0
1588.0,1814.0
1616.0,1644.0
1588.0,1616.0
397.0,454.0
1710.0,1900.0
1644.0,1645.0
567.0,680.0
1180.0,1610.0
1760.0,1990.0
1790.0,1975.0
1871.0,2098.0
955.0,1258.0
1191.0,1361.0
1134.0,1531.0
1860.0,2060.0
1492.0,1664.0
1870.0,2040.0
1460.0,1550.0
1590.0,1640.0
880.0,1300.0
624.0,879.0
737.0,1049.0
640.0,650.0
1559.0,1871.0
1531.0,1644.0
1106.0,1191.0
1348.0,1697.0
539.0,737.0
510.0,580.0
1250.0,1480.0
1814.0,1985.0
340.0,425.0
605.0,650.0
305.0,320.0
1389.0,1871.0
1347.0,1433.0
1814.0,1899.0
1588.0,1758.0
430.0,480.0
1871.0,2042.0
1956.0,2041.0
1531.0,1729.0
1418.0,1503.0
1814.0,2013.0
1503.0,1616.0
879.0,907.0
1871.0,2070.0
1644.0,1985.0
1021.0,1729.0
1673.0,1786.0
737.0,794.0
1740.0,2075.0
397.0,510.0
1219.0,1559.0
1588.0,1644.0
1786.0,1814.0
1899.0,2013.0
1644.0,1673.0
1673.0,1843.0
1928.0,1956.0
1588.0,1729.0
1644.0,2041.0
1673.0,2041.0
1871.0,2070.0
400.0,425.0
1276.0,1729.0
1082.0,1477.0
879.0,1673.0
1150.0,1210.0
1814.0,1843.0
482.0,624.0
1474.0,2041.0
610.0,720.0
1673.0,1729.0
1956.0,2098.0
1304.0,1474.0
1644.0,1729.0
1899.0,1985.0
794.0,879.0
879.0,964.0
1871.0,1899.0
860.0,1040.0
1106.0,2013.0
1985.0,2013.0
1500.0,1740.0
1446.0,1474.0
482.0,510.0
1250.0,1340.0
1162.0,1361.0
1673.0,1701.0
822.0,907.0
1843.0,1928.0
1616.0,1899.0
1758.0,1928.0
1080.0,1536.0
830.0,840.0
907.0,1247.0
1000.0,1200.0
1418.0,1843.0
1588.0,2013.0
1588.0,1616.0
1600.0,2100.0
1850.0,2020.0
1247.0,1276.0
1899.0,1985.0
1503.0,1758.0
1460.0,1680.0
1860.0,2050.0
1100.0,1110.0
1871.0,2013.0
1531.0,1701.0
1134.0,1191.0
1559.0,1985.0
1580.0,1660.0
1219.0,1474.0
1843.0,1985.0
614.0,724.0
1260.0,1499.0
1871.0,1985.0
1814.0,1956.0
1928.0,1985.0
1588.0,1644.0
2070.0,2098.0
1531.0,1616.0
540.0,580.0
1722.0,1740.0
1729.0,2013.0
992.0,1021.0
1240.0,1690.0
1700.0,1800.0
360.0,539.0
2070.0,2098.0
1758.0,1956.0
1814.0,1843.0
1956.0,1985.0
1389.0,1474.0
1843.0,1899.0
1758.0,1871.0
1560.0,1740.0
907.0,1106.0
1814.0,1899.0
1758.0,1956.0
1758.0,1786.0
1899.0,2070.0
1814.0,2013.0
567.0,680.0
1680.0,1820.0
600.0,680.0
1021.0,1162.0
1474.0,1503.0
397.0,425.0
1660.0,1720.0
1332.0,1361.0
539.0,567.0
1928.0,1956.0
2013.0,2041.0
1418.0,2041.0
1786.0,1985.0
1814.0,1843.0
1011.0,1026.0
1580.0,1720.0
1360.0,1366.0
794.0,879.0
680.0,765.0
510.0,595.0
680.0,737.0
810.0,850.0
1320.0,1500.0
1530.0,1670.0
964.0,1673.0
1660.0,1730.0
1588.0,1616.0
870.0,1240.0
1673.0,1843.0
1843.0,1928.0
539.0,624.0
1474.0,1644.0
1900.0,1940.0
1644.0,2098.0
1276.0,1361.0
255.0,312.0
1956.0,2041.0
1460.0,1580.0
1150.0,1200.0
482.0,652.0
1871.0,1928.0
1871.0,2013.0
1130.0,1200.0
1820.0,1830.0
1814.0,1871.0
284.0,340.0
1956.0,1985.0
1247.0,1503.0
1559.0,1843.0
1616.0,2013.0
1884.0,1913.0
1814.0,2013.0
1276.0,1304.0
1531.0,1644.0
1899.0,2041.0
1701.0,2098.0
907.0,1077.0
1176.0,1786.0
284.0,312.0
1503.0,1729.0
1588.0,1928.0
1871.0,1928.0
1729.0,1758.0
1956.0,1985.0
1418.0,2013.0
680.0,1332.0
1106.0,1247.0
1616.0,1843.0
1720.0,2070.0
1531.0,1786.0
1191.0,1380.0
1708.0,1968.0
1899.0,1984.0
1531.0,1928.0
1814.0,1871.0
1786.0,1843.0
1546.0,1680.0
1162.0,1928.0
397.0,454.0
1219.0,1446.0
1559.0,1871.0
530.0,580.0
1560.0,1880.0
1450.0,1760.0
1985.0,2070.0
1758.0,1928.0
550.0,610.0
1588.0,1644.0
1304.0,1729.0
1880.0,1990.0
1670.0,2060.0
1670.0,1790.0
1276.0,1644.0
1843.0,1871.0
1644.0,2013.0
1503.0,1673.0
780.0,1100.0
1644.0,1701.0
1332.0,1814.0
1673.0,2041.0
1610.0,1800.0
1162.0,1276.0
310.0,400.0
1843.0,2041.0
1360.0,1850.0
2070.0,2080.0
1430.0,1565.0
1590.0,1630.0
1191.0,1304.0
1701.0,1899.0
312.0,369.0
992.0,1106.0
1758.0,1871.0
567.0,765.0
1276.0,1503.0
624.0,907.0
1956.0,2070.0
992.0,1021.0
1332.0,1389.0
227.0,312.0
1729.0,1814.0
1446.0,1729.0
879.0,964.0
992.0,1077.0
1361.0,1503.0
1985.0,2070.0
1644.0,1899.0
1559.0,2070.0
1191.0,1304.0
1843.0,2041.0
1247.0,1276.0
1474.0,1985.0
1673.0,1928.0
1021.0,1106.0
1985.0,2013.0
1673.0,1928.0
1531.0,1701.0
1843.0,1871.0
1985.0,2013.0
1191.0,1588.0
1843.0,1956.0
2013.0,2098.0
1304.0,1616.0
765.0,879.0
1162.0,1361.0
1644.0,1814.0
1786.0,1928.0
1219.0,1758.0
1814.0,1899.0
1871.0,1928.0
1673.0,1758.0
1520.0,1670.0
1361.0,1446.0
1559.0,1758.0
1758.0,1871.0
1786.0,1814.0
1616.0,2013.0
1134.0,1588.0
737.0,794.0
1474.0,1559.0
1588.0,1616.0
936.0,992.0
1503.0,1644.0
397.0,482.0
1701.0,1729.0
1559.0,1814.0
1871.0,1985.0
1899.0,1928.0
1361.0,1701.0
1588.0,1899.0
1418.0,1446.0
1593.0,1611.0
1446.0,1503.0
1418.0,1758.0
1276.0,1389.0
1758.0,1928.0
1764.0,1892.0
1806.0,2023.0
1418.0,1474.0
794.0,1162.0
680.0,1191.0
1673.0,1843.0
1673.0,1814.0
1644.0,1871.0
879.0,936.0
1956.0,2013.0
2033.0,2089.0
1794.0,1850.0
359.0,430.0
1600.0,1780.0
1540.0,2100.0
1860.0,1910.0
925.0,1090.0
1837.0,2085.0
1920.0,1930.0
1630.0,2000.0
1276.0,1843.0
1786.0,1899.0
1389.0,1644.0
1758.0,1800.0
460.0,500.0
1264.0,1300.0
1814.0,1871.0
1890.0,1910.0
1590.0,2070.0
610.0,630.0
800.0,822.0
1560.0,1600.0
1758.0,2070.0
775.0,1890.0
579.0,610.0
1810.0,1850.0
2013.0,2027.0
624.0,851.0
1814.0,1928.0
1280.0,1370.0
1740.0,1915.0
1850.0,1890.0
1600.0,1620.0
1960.0,2090.0
1302.0,1899.0
540.0,680.0
936.0,1843.0
1410.0,1470.0
1150.0,1510.0
1903.0,1968.0
1560.0,1585.0
1250.0,1350.0
327.0,382.0
1219.0,1559.0
761.0,880.0
1559.0,1956.0
1270.0,1830.0
1970.0,2098.0
650.0,735.0
1406.0,1779.0
1180.0,1220.0
345.0,365.0
1375.0,2000.0
1935.0,1985.0
1180.0,1677.0
1644.0,1729.0
1985.0,2065.0
1650.0,1755.0
1666.0,1667.0
475.0,563.0
694.0,1389.0
1617.0,1835.0
1915.0,2035.0
1930.0,2090.0
1640.0,2090.0
1899.0,1998.0
1825.0,1965.0
485.0,550.0
1559.0,1616.0
1340.0,1445.0
1871.0,1956.0
1880.0,1970.0
1219.0,1956.0
2041.0,2060.0
1870.0,1960.0
1800.0,1910.0
1705.0,1860.0
1660.0,1690.0
354.0,409.0
1814.0,1928.0
1670.0,1700.0
1876.0,2005.0
1010.0,1100.0
1899.0,2070.0
1748.0,1880.0
1680.0,1760.0
1360.0,1530.0
1560.0,1590.0
1644.0,1701.0
510.0,567.0
1570.0,1715.0
1495.0,1500.0
850.0,1180.0
1270.0,1800.0
680.0,770.0
725.0,795.0
1710.0,1905.0
465.0,550.0
1956.0,2019.0
1389.0,1531.0
1180.0,1605.0
1172.0,1200.0
1928.0,2098.0
760.0,1210.0
1850.0,2010.0
1897.0,1928.0
1490.0,1760.0
1814.0,1928.0
1540.0,1710.0
1503.0,1687.0
1780.0,1930.0
1690.0,1860.0
1843.0,2041.0
1615.0,1760.0
1928.0,1956.0
1814.0,1871.0
700.0,740.0
652.0,1247.0
1660.0,1870.0
1630.0,1970.0
1855.0,1881.0
1616.0,2070.0
1247.0,1474.0
960.0,1800.0
1409.0,1995.0
468.0,482.0
1517.0,1616.0
1091.0,1559.0
1786.0,1843.0
1332.0,1446.0
1559.0,1786.0
1020.0,1030.0
1503.0,1616.0
1430.0,1480.0
1162.0,1276.0
1616.0,1871.0
964.0,1361.0
1049.0,1134.0
1588.0,1786.0
1928.0,1985.0
880.0,1085.0
1660.0,1918.0
1680.0,1700.0
1956.0,1992.0
340.0,360.0
1588.0,2070.0
1985.0,2098.0
1810.0,1980.0
1247.0,1446.0
964.0,1049.0
454.0,539.0
1673.0,1758.0
1680.0,1975.0
1180.0,1340.0
1899.0,2041.0
1418.0,1729.0
1899.0,1956.0
1530.0,1850.0
1871.0,2098.0
851.0,964.0
1332.0,1389.0
1077.0,1304.0
1616.0,1673.0
930.0,940.0
530.0,567.0
1665.0,2040.0
1191.0,1729.0
1843.0,1899.0
1616.0,2041.0
1180.0,1250.0
1389.0,1758.0
1105.0,1125.0
1559.0,1588.0
1985.0,2041.0
1814.0,1956.0
330.0,440.0
1531.0,1729.0
1620.0,1680.0
835.0,905.0
1474.0,2070.0
1040.0,1143.0
1219.0,1247.0
1560.0,1590.0
737.0,794.0
1729.0,1786.0
1531.0,1616.0
1700.0,1790.0
250.0,285.0
1644.0,1871.0
1740.0,1770.0
1142.0,1279.0
990.0,1130.0
765.0,794.0
1247.0,1758.0
284.0,312.0
740.0,784.0
832.0,916.0
1110.0,2035.0
1420.0,1540.0
1230.0,1305.0
790.0,800.0
550.0,820.0
1928.0,2013.0
1928.0,1956.0
1219.0,1247.0
620.0,650.0
1418.0,2098.0
1070.0,1215.0
860.0,890.0
1420.0,1770.0
992.0,1106.0
1276.0,1588.0
1610.0,1640.0
805.0,885.0
680.0,1474.0
1446.0,1644.0
1134.0,1219.0
600.0,720.0
794.0,879.0
925.0,1745.0
1390.0,1790.0
1700.0,1775.0
565.0,610.0
1700.0,1940.0
1130.0,1190.0
1701.0,1758.0
1956.0,2013.0
1500.0,1700.0
1814.0,2070.0
1200.0,1220.0
1474.0,1588.0
1986.0,2040.0
1701.0,1729.0
1219.0,1332.0
950.0,1240.0
745.0,1015.0
1899.0,2005.0
1770.0,1940.0
1480.0,1570.0
1895.0,1930.0
930.0,980.0
851.0,964.0
1940.0,2060.0
907.0,936.0
1700.0,1730.0
720.0,850.0
680.0,822.0
1758.0,1899.0
1673.0,1729.0
450.0,539.0
1871.0,1985.0
1758.0,2013.0
1729.0,2013.0
1644.0,1786.0
1701.0,1956.0
855.0,1435.0
1134.0,1389.0
1020.0,1134.0
907.0,1077.0
640.0,680.0
539.0,624.0
1313.0,1560.0
907.0,964.0
1865.0,1895.0
1871.0,1928.0
330.0,440.0
1389.0,1559.0
1735.0,1840.0
1928.0,2098.0
390.0,420.0
430.0,480.0
395.0,930.0
1900.0,1970.0
1640.0,1690.0
1899.0,2090.0
1395.0,2075.0
879.0,964.0
1474.0,1928.0
635.0,1555.0
964.0,1021.0
1559.0,1814.0
1673.0,1814.0
2050.0,2070.0
690.0,800.0
1446.0,1588.0
1673.0,1956.0
1400.0,1935.0
1745.0,1895.0
852.0,1030.0
1304.0,1361.0
340.0,482.0
1531.0,1588.0
1701.0,1871.0
1616.0,1786.0
1304.0,1729.0
369.0,595.0
1673.0,2070.0
1786.0,1871.0
1616.0,1729.0
1758.0,1843.0
1729.0,2098.0
1531.0,1588.0
454.0,482.0
1956.0,2041.0
510.0,539.0
1559.0,1588.0
1616.0,1644.0
1871.0,2041.0
1418.0,1588.0
1673.0,1843.0
936.0,1588.0
1247.0,1531.0
1134.0,1219.0
1418.0,1616.0
1814.0,1956.0
1219.0,1474.0
879.0,936.0
1077.0,1134.0
1077.0,1191.0
737.0,1304.0
1531.0,1673.0
595.0,624.0
1843.0,1899.0
1049.0,1644.0
312.0,454.0
1389.0,1503.0
1871.0,1928.0
1474.0,1899.0
1843.0,1928.0
340.0,425.0
1701.0,1871.0
1729.0,1985.0
1049.0,1106.0
1701.0,1814.0
1786.0,2041.0
652.0,680.0
1219.0,1389.0
1162.0,1446.0
1106.0,1673.0
907.0,1616.0
794.0,1049.0
1531.0,1956.0
1729.0,1985.0
1304.0,1418.0
652.0,680.0
1985.0,2041.0
851.0,964.0
1701.0,1956.0
1077.0,1304.0
992.0,1049.0
510.0,539.0
595.0,936.0
1247.0,1304.0
765.0,851.0
992.0,1729.0
1616.0,1871.0
1786.0,1928.0
1389.0,1616.0
1134.0,1191.0
794.0,964.0
2013.0,2098.0
1559.0,1985.0
1247.0,1503.0
1247.0,1332.0
1474.0,1503.0
1588.0,1701.0
1134.0,1843.0
1786.0,2041.0
1049.0,1503.0
1276.0,1559.0
1446.0,2041.0
1162.0,1191.0
1049.0,1247.0
1134.0,1276.0
1276.0,1474.0
1814.0,1928.0
425.0,482.0
1304.0,1928.0
1049.0,1191.0
879.0,1021.0
1928.0,2013.0
1814.0,1956.0
794.0,822.0
595.0,907.0
1077.0,1162.0
652.0,680.0
2013.0,2041.0
794.0,907.0
1531.0,1616.0
1644.0,1814.0
1701.0,1843.0
765.0,936.0
992.0,1077.0
1361.0,1559.0
1304.0,1418.0
1644.0,1985.0
1219.0,1389.0
1418.0,2070.0
1106.0,1134.0
1843.0,2070.0
907.0,936.0
1814.0,2070.0
567.0,652.0
1899.0,2098.0
482.0,567.0
964.0,1077.0
737.0,964.0
1985.0,2013.0
312.0,482.0
851.0,1531.0
1389.0,1871.0
851.0,1106.0
1134.0,1276.0
1247.0,1503.0
1871.0,2098.0
1814.0,1985.0
1644.0,1758.0
680.0,765.0
369.0,425.0
454.0,482.0
1049.0,1446.0
1304.0,2041.0
539.0,567.0
1219.0,1304.0
1247.0,1361.0
1162.0,1247.0
680.0,709.0
1474.0,1758.0
1814.0,1843.0
1644.0,1758.0
369.0,397.0
1843.0,1956.0
1559.0,1673.0
1588.0,1843.0
1786.0,1956.0
1077.0,1474.0
1758.0,1814.0
1758.0,1899.0
1332.0,1474.0
1503.0,1701.0
1247.0,1474.0
1077.0,1219.0
964.0,1049.0
1758.0,1899.0
1276.0,1474.0
1332.0,1644.0
964.0,992.0
425.0,482.0
1843.0,1899.0
1673.0,1985.0
822.0,1021.0
1162.0,1247.0
275.0,285.0
1134.0,1559.0
1162.0,1588.0
1162.0,1191.0
1729.0,1843.0
1559.0,1616.0
964.0,1134.0
1559.0,1871.0
794.0,907.0
1843.0,1928.0
1673.0,1814.0
1361.0,1418.0
1573.0,2013.0
1503.0,1729.0
1025.0,1340.0
1820.0,1835.0
1310.0,1830.0
1630.0,1960.0
1465.0,1720.0
1420.0,2010.0
2030.0,2080.0
1330.0,1360.0
1110.0,1200.0
1729.0,1758.0
1786.0,1814.0
786.0,1797.0
1425.0,1845.0
1880.0,2050.0
1110.0,1540.0
1705.0,1865.0
382.0,474.0
1755.0,1795.0
2055.0,2070.0
1446.0,2098.0
1940.0,2025.0
1446.0,1900.0
1247.0,1531.0
1660.0,1860.0
1632.0,1975.0
1208.0,1211.0
1659.0,2025.0
669.0,805.0
405.0,420.0
1915.0,1930.0
1838.0,2004.0
1150.0,1220.0
1920.0,2040.0
1800.0,1900.0
1790.0,1910.0
1722.0,1758.0
800.0,864.0
465.0,1150.0
1805.0,1875.0
1446.0,1588.0
1503.0,1673.0
1049.0,1077.0
1758.0,2013.0
1701.0,1815.0
415.0,505.0
1494.0,1575.0
1446.0,1814.0
1260.0,1320.0
1640.0,1850.0
1130.0,1140.0
1350.0,1590.0
960.0,1002.0
1820.0,2100.0
1685.0,1814.0
1585.0,1700.0
770.0,1355.0
1305.0,1370.0
1389.0,1980.0
1226.0,1240.0
1743.0,1871.0
315.0,350.0
1720.0,1850.0
720.0,851.0
2041.0,2070.0
700.0,730.0
760.0,900.0
1285.0,1500.0
800.0,1040.0
1786.0,2041.0
290.0,620.0
520.0,580.0
567.0,680.0
1970.0,2000.0
1660.0,1840.0
1680.0,1740.0
1370.0,1460.0
640.0,690.0
1600.0,2070.0
969.0,1133.0
1470.0,1794.0
1150.0,1200.0
840.0,850.0
580.0,1110.0
1650.0,1700.0
1758.0,1928.0
1640.0,1800.0
1690.0,1780.0
1670.0,1800.0
1460.0,1620.0
615.0,645.0
1701.0,1843.0
1185.0,1271.0
1481.0,1745.0
1835.0,2015.0
880.0,1300.0
1843.0,2050.0
840.0,980.0
500.0,503.0
1210.0,1350.0
540.0,660.0
720.0,1110.0
1680.0,1790.0
1440.0,1550.0
1135.0,1190.0
1095.0,1410.0
900.0,1010.0
2045.0,2095.0
650.0,730.0
1335.0,1445.0
330.0,957.0
1050.0,1060.0
1180.0,1960.0
1875.0,1900.0
980.0,1850.0
1860.0,1920.0
585.0,620.0
1870.0,2100.0
1880.0,1910.0
1758.0,1786.0
1280.0,1332.0
1862.0,2020.0
1975.0,2025.0
1850.0,1855.0
1814.0,1985.0
2013.0,2041.0
1811.0,1956.0
1814.0,2030.0
1015.0,1090.0
1160.0,1200.0
1814.0,1990.0
1700.0,1850.0
1765.0,1885.0
960.0,1060.0
1560.0,1900.0
1900.0,2060.0
1850.0,1880.0
1956.0,2070.0
1250.0,1280.0
1980.0,2020.0
880.0,1210.0
727.0,820.0
1889.0,2002.0
630.0,739.0
1940.0,2035.0
380.0,470.0
1985.0,2098.0
1857.0,2080.0
879.0,924.0
1446.0,1673.0
1985.0,2013.0
1673.0,1928.0
1180.0,1380.0
1876.0,2079.0
1310.0,1480.0
620.0,630.0
530.0,540.0
1590.0,1675.0
340.0,640.0
1899.0,1984.0
890.0,1650.0
760.0,950.0
1620.0,2018.0
1665.0,2015.0
1729.0,1843.0
1520.0,1570.0
1814.0,2041.0
1332.0,1538.0
1474.0,1800.0
1926.0,2055.0
1080.0,1340.0
430.0,435.0
1050.0,1124.0
1090.0,1890.0
1560.0,1620.0
1850.0,1930.0
1295.0,1685.0
1200.0,1420.0
1510.0,1610.0
911.0,1044.0
1833.0,1959.0
300.0,470.0
1503.0,1956.0
1500.0,1505.0
1510.0,1701.0
1729.0,1750.0
510.0,575.0
1370.0,1588.0
1240.0,1524.0
1850.0,2041.0
1085.0,1145.0
1474.0,1984.0
